Artist,Song_Name,Lyric
Ed Sheeran,Quiet Ballad of Ed,"In shadow there lies hope
Cut tension with a knife
I find it hard to cope
Stop playing with my life
You analyse my fears
Analyse my dreams
Choke on burning tears
Through my silent screams

Things aren't what they seem

Tell a hundred craftsmen to work on me
Tell this army of angels to make me breathe
Open doors just to take away the key
I'll let you all see that I'm doing better

Watch me fall
As I stumble at your feet
Always losing in this game
Your lies cut me deep
And you don't even know my name
With your consistency
To always make me crawl
And my durability
Not affected at all

Still things aren't what they seem

Tell a hundred craftsmen to work on me
Tell this army of angels to make me breathe
Open doors just to take away the key
I'll let you all see that I'm doing better

Feel the pain
On my brain
Feel the strain
As I start to decay
Feel the strain
Every passing day
Feel the pain
As I start to decay

Tell a hundred craftsmen to work on me
Tell this army of angels to make me breathe
Open doors just to take away the key
I'll let you all see that I'm doing better"
Ed Sheeran,Radio (feat. JME),"Hi, my name is JME, there was a time when radio played me
Cause my music came from my heart, it was real to me
But now it's a part
I'm here struggling, keeping it real, while the rest of them are hustling, seeking a deal
Sometimes I sit back and think, JME just do one tune, make a couple cheese and chill
The reason I started making music is the exact same reason that I'll never do it, I swear
I didn't go through all of that for this,
I'll give that a miss, that's just how it is, I'm fair, straight
Who can tell me different? you could be determined
Man on a mission, my music is me, and I am my music
So like it or lump it, I'ma do this

[Chorus]
I never had a playlist in my heart, ooh
Now I need an A list just to chart
But I've been famous from the start
How am I gonna make my mark? ooh
Are you gonna play me though? this song was never meant for the radio
I get it in forget a radio spin, I'm just doing my thing, and I don't have time for a playlist
How much will you pay me though? If this song's not a hit on the radio, oho, oho, oho, oh

Thank God for night clubs and the raves
Cos I don't think they like us on the airwaves
Unless we water it down, but cordial music is boring me now
I swear, I guess it matters what your goal is
Or in this music scene, what your role is
I'm still trying here, cause I'm a pioneer
I use my mouth less than I use my eyes and ears
See I'm just telling you the truth
Cant shoot the messenger, bullet proof booth,
You won't hear me on the radio, but go to the rave, and the crowd, they're raising roof
Why does that? What's going on there?
To tell you the truth, I don't really care
I am my music, my music is me
Like it or lump it, this is how it's gonna be

[Chorus]
I never had a playlist in my heart, ooh
Now I need an A list just to chart
But I've been famous from the start
How am I gonna make my mark? ooh
Are you gonna play me though? this song was never meant for the radio
I get it in forget a radio spin, I'm just doing my thing, and I don't have time for a playlist
How much will you pay me though? If this song's not a hit on the radio, oho, oho, oho, oh

I feel it on the airwave, spinning on the dial
Bleeding through the speakers, written by the pile
So won't you hear me out?
Never feel it from the base line, feel it in the club
Maybe I could take time singing for the dub
So won't you hear me out?

I never had a playlist in my heart, ooh
Now I need an A list just to chart
But I've been famous from the start
How am I gonna make my mark? ooh
Are you gonna play me though? this song was never meant for the radio
I get it in forget a radio spin, I'm just doing my thing, and I don't have time for a playlist
How much will you pay me though? If this song's not a hit on the radio, oho, oho, oho, oh"
Ed Sheeran,Remember the Name (feat. 50 Cent & Eminem),"Yeah, I was born a misfit
Grew up 10 miles from the town of Ipswich
Wanted to make it big, I wished it to existence
I never was a sick kid, always dismissed quick
""Stick to singing, stop rapping like it's Christmas""
And if you're talkin' money
Then my conversation's shifting
My dreams are bigger than just bein' on the rich list
Might be insanity, but people call it ""gifted""
My face is goin' numb
From the shit this stuff is mixed with
Watch how the lyrics in this song might get twisted
My wife wears red, but looks better without the lipstick
I'm a private guy and you know nothin' 'bout my business
And if I had my 15 minutes, I must have missed them
20 years old is when I came in the game
And now it's eight years on and you remember the name
And if you thought I was good
Well, then I'm better today
But it's ironic how you people thought
I'd never be great
I like my shows open-air, Tokyo to Delaware
Put your phones in the air if you wanna be rocked
You know I want way more than I already got
Give me a song with Eminem and 50 Cent in the club

You know it ain't my time to call it a day
I wanna crack on and I wanna be paid
But it's 'bout time, you remember the name
Ayy, ayy
You know it ain't my time to call it a day
I wanna crack on and I wanna be paid
But it's 'bout time, you remember the name
Ayy, ayy
(Hey, hey, hey)

I can still remember (What?)
Tryna to shop a deal (Uh-huh)
From Taco Bell to TRL
I climbed the Billboard charts to the top until
As fate would have it (Yup)
Became an addict, funny 'cause I had pop appeal
But they said time would tell (What?)
If I'd prevail (Huh?)
And all I did was (What?)
Put Nine Inch Nails (Where?)
In my eyelids now (What?)
I'm seein' diamond sales
Like I'm in Zales (Yeah)
Without a doubt, by any means
If rap was skinny jeans, I couldn't do anything in 'em
I'd be splittin' seams of Denim
When I'm spitting schemes
Which really means, no ""if"", ""and, "" or ""butts""
Are squeezin' in between
You sleep on me
'Cause you're only fucking with me in your dreams
Not even when I'm on my deathbed
Man, I feel like Ed
It isn't time to drop the mic yet
So why would I quit?
The thought that I would stop when I'm dead
Just popped in my head
I said it, then forgot what I said

It isn't my time to call it a day
I got rap locked and I'm already paid
But it's 'bout time, you remember the name
Ayy, ayy
You know it ain't my time to call it a day
I got rap locked and I'm already paid
But it's 'bout time, you remember the name
Ayy, ayy

Ain't nobody cold as me, I
Dress so fresh, so clean
You can find me in my whip, rockin' my Fendi drip
Man, you know just what I mean
Shining wrist with the rocks on it
Buscemi's with locks on it
Anything my voice on, this shit knock, don't it?
Balenciaga saga, I'm in Bergdorf ballin'
It's just another episode, my hoes, I spoil 'em
She like the fly shit and I like to buy shit
Shit, I'm gettin' stupid money
What else we gon' do with money?
Bitch, we be ballin' out
The king brings you 50 bottles
Tonight we gon' blow a check
Worry 'bout your shit tomorrow
The turn up be so real, we 'bout to get super lit
Boy, I'm kicking straight facts
That's just how we do this shit
Tomorrow, we hangin' over 'til we start feelin' sober
Then it's time to start it over, here we go again

You know it ain't my time to call it a day
I got rap locked and I'm already paid
And it's about time, you remember the name
Ayy, ayy
You know it ain't my time to call it a day
I got rap locked and I'm already paid
But it's 'bout time, you remember the name
Ayy, ayy
(Hey, hey, hey)"
Ed Sheeran,River,"I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water
Feel it washing over me
Oh, little one, I don't wanna admit to something
If all it's gonna cause is pain
Truth in my lies right now, are falling like the rain
So let the river run

He's coming home with his neck scratched
To catch flack
Sweat jackets and dress slacks, mismatch
On his breast jacket's a sex addict
And she just wants to exact revenge and get back
It's a chess match, she's on his back
Like a jet pack
She's kept track of all his internet chats
And guess who just happens to be moving on to the next?
Actually, just shit on my last chick
And she has what my ex lacks
'Cause she loves danger, psychopath
And you don't fuck with no man's girl, even I know that
But she's devised some plan to stab him in the back
Knife-in-hand scissor relationships hanging by a strand
So she's been on the web lately
Says maybe she'll be my Gwen Stacy, to spite her man
And I know she's using me to try to play him
I don't care, hi Susan, but I shoulda said ""Bye Susan""
After the first night, but tonight I am

I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water
Feel it washing over me
Oh, little one, I don't wanna admit to something
If all it's gonna cause is pain
Truth in my lies right now, are falling like the rain
So let the river run

One-night stand
Turned in two-night stand
He was calling so might scram
Now we hug tight, and
He found out, now she feels deserted and used
'Cause he left, so what? He did it first to her too
Now how am I supposed to tell this girl that we're through?
It's hard to find the words, I'm aloof, nervous, ensued
And witnessed you hurt
But what you deserve is the truth
Don't take it personal, I just can't say this in person to you
So I revert to the studio like Hole in the Wall diners
Don't have to be reserved in a booth
I just feel like the person who I'm turning into's
Irreversible, I preyed on you
Like it's church at the pew
And now that I got you I don't want you
Took advantage of my thirst to pursue
Why do I do this dirt that I do?
Get on my soapbox and preach, my sermon, and speech
Detergent and bleach is burning the wound
'Cause now with her in the womb
We can't bring her in this world, shoulda knew
To use protection 'fore I bit into your forbidden fruit... fuck!

I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water
Feel it washing over me
Oh, little one, I don't wanna admit to something
If all it's gonna cause is pain
Truth in my lies right now, are falling like the rain
So let the river run

My name's (ooh) , my name's (ooh)
Denver (ooh) , watch the river run
Call me (ooh) , call me (ooh)
River (ooh) , we'll let the river run

Always the bridesmaid, never ""The bride, hey! ""
Fuck can I say? If life was a highway
The seat was an enclave, I'd be swerving in five lanes
Speeds at a high rate, like I'm sliding on ice, maybe
That's why I made they came at you sideways
I can't keep my lies straight
Well, I made you terminate, my baby
This love triangle, left us in a wreck-tangled
What else can I say? It was fun for a while
Bet I really woulda loved your smile
Didn't really wanna abort, but fuck it
What's one more lie
To tell a unborn child?

I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water
Feel it washing over me
Oh, little one (I'm sorry) , I don't wanna admit to something
(I fucked up) If all it's gonna cause is pain
The truth in my lies now, are falling like the rain
So let the river run"
Ed Sheeran,Runaway,"I've known it for a long time
Daddy wakes up to a drink at nine
Disappearing all night
I don't wanna know where he's been lying
I know what I wanna do
Wanna runaway, runaway with you
Gonna grab clothes, six in the morn-in' go

How long you leaving
Well dad just don't expect me back this evening
Oh it could take a bit of time to heal this
It's been a long day, thumb on side of the roadway,but

I love him from my skin to my bones
But I don't wanna live in his home
There's nothing to say cos he knows
I'll just runaway and be on my own

I've never seen my dad cry
Cold as stone in the kitchen light
I'll tell you it's about time
But I was raised to keep quiet
This is what I'm gonna do
Gonna runaway, gonna make that move
Gonna grab clothes, and when it's morn-in, go
How long you leaving
Well dad just don't expect me back this evening
Oh it could take a bit of time to heal this
It's been a long day, thumb on side of the roadway,but

I love him from my skin to my bones
But I don't wanna live in his home
There's nothing to say 'cause he knows
I'll just runaway and be on my own

Backpack and a flat cap turned to the back
As I packed my clothes up
My dad wasn't down with that plan to attack, intends to show love

I don't wanna live this way
Gonna take my things and go
If things change in a matter of days
I could be persuaded to hold up
Mama was the same
None of us are saints I guess that god knows that
I don't wanna runaway
And one of these days I might just show that
Put my home in a suitcase
Tie both shoe laces and hope that
Things change but for now I'll leave town with a backpack on my shoulder

I love him from my skin to my bones
But I don't wanna live in his home
There's nothing to say cos he knows
I'll just runaway and be on my own"
Ed Sheeran,Runaway (Everybody (Backstreet's Back) mash up),"I've known it for a long time
Daddy wakes up to a drink at night
Disappearing all night
I don't wanna know where he's been lying

I know what I wanna do
Wanna runaway
Runaway with you
Gonna grab clothes, six in the morning, go

""How long you leavin'? ""
""Well, dad, just don't expect me back this evening""
Oh it could take a bit of time to heal this
It's been a long day
Almost out of the wrong way

But I love him from the skin to my bones
But I don't wanna live in his home
There's nothing to say 'cause he knows
I'll just runaway and be on my own

I've never seen my dad cry
Cold as stone, in the kitchen light
I tell you it's about time
But I was raised to keep quiet
And this is what I'm gonna do
Gonna runaway, gonna make that move
Gonna grab clothes, and when it's morning, go

""How long you leavin'? ""
""Well, dad, just don't expect me back this evening""
Oh it could take a bit of time to heal this
It's been a long day
Almost out of the wrong way

But I love him from the skin to my bones
But I don't wanna live in his home
There's nothing to say 'cause he knows
I'll just runaway and be on my own

Back pack, and a flat cap, turned to the back
'Cause I packed my clothes up
My dad was a man without plans of attack
Intends to show love

I don't wanna live this way
Gonna take my things and go
If things change in a matter of days
I could be persuaded to hold up

And mama was the same
None of us are saints
I guess that God knows that
I don't wanna runaway
And one of these days I might just show that

Put my home in a suitcase
Tie both shoelaces, and hope that
Things change, but for now I leave town
With a backpack on my shoulder

I love him from the skin to my bones
But I don't wanna live in his home
There's nothing to say 'cause he knows
I'll just runaway and be on my own

I love him from the skin to my bones
But I don't wanna live in his home
There's nothing to say 'cause he knows
I'll just runaway and be on my own

Everybody
Rock your body
Everybody
Rock your body right
Backstreet's back alright"
Ed Sheeran,Sandman,"You were loved before you had arrived
And every day that love just multiplies
Daddy made your bed and your lullaby
And Mumma made the mobile in the sky
And loving you is easy
But life will not always be
Fall into the world of your song
Whatever you feel can never be wrong

Come along for the ride
And in the shake of a lamb's tail, we'll go
Yeah, be still now and close your eyes

And dream
Hanging out with the sandman
You look so sweet, my child
Hanging out with the sandman
And though there's rain outside, you'll bе warm and dry
The thunder and the lightning won't hurt you now
So go to sleep, my lovе
Hanging out with the sandman

Chocolate-covered roof and candy cars
Rainbow sugar river we can sail upon
Marshmallow books and strawberries
Snowmen made of ice cream
Over the flower fields, we'll fly
We'll count the fish in the sky
Honeybees and birds sing your song
Whatever you feel can never be wrong

Come along for the ride
And in the shake of a lamb's tail, we'll go
Yeah, be still now and close your eyes

And dream
Hanging out with the sandman
You look so sweet, my child
Hanging out with the sandman
And though there's rain outside, you'll be warm and dry
The thunder and the lightning won't hurt you now
So go to sleep, my love
Hanging out with the sandman

Come along for the ride
And in the shake of a lamb's tail, we'll go
Yeah, be still now and close your eyes

And dream
Hanging out with the sandman
You look so sweet, my child
Hanging out with the sandman
And though there's rain outside, you'll be warm and dry
The thunder and the lightning won't hurt you now
So go to sleep, my love
Hanging out with the sandman

We're hanging out with the sandman
We're hanging out with the sandman
We're hanging out with the sandman"
Ed Sheeran,Sara,"Sara, what you do is enlighten my mind
Oh wow, I said
Sara, what you do is make my soul unwind

Hey now
'Cos your hair is blonde, your eyes are blue
Half the guys I know are after you
Cheer me up when I'm in a mood
So I thought I'd write a song for you

And may I say, you look like an angel today
May I say, take me to the place where your mind lays
If only to make you smile today
'Cos you are great, I thought I'd say that

Sara, reminds me of drunken talks in a hammock
Behind a can of Strongbow
Oh wow, I said
Sara, you say that you don't look good when you do
Even with that soul

Your hair is blonde, your eyes are blue
Half the guys I know are after you
Cheer me up when I'm in a mood
So I thought I'd write a song for you

And may I say, you look like an angel today
May I say, take me to the place where your mind lays
If only to make you smile today
'Cos you are great, I thought I'd say that

May I say, you look great
May I play this to make your day"
Ed Sheeran,Saturday,"On Saturday I know that you're coming up to see me
When I go away things will change
And you'll never know it was easy
It won't help pretending that we'll stay close
I can't help thinking that
I try to pretend that it's your loss
And I never know, oh I'll never know if it will work

There's no better time
She's still thinking I'm too far away
Understanding why she's not thinking I'm a fool to wait
And I left her today
And I left her today

Come Sunday I'll see that one day you'll rescue me
And when I leave again I'll feel strange
And I'll never know, oh I'll never know if you're in love again
I can't stop being a fool for you
I won't help thinking that
Still I am falling for her and she did too
Oh I'll never know, oh I'll never know if I'm in love

There's no better time
She's still thinking I'm too far away
Understanding why she's not thinking I'm a fool to wait
But I left her today

There's no better time
She's still thinking I'm too far away
Understanding why she's not thinking I'm a fool to wait
But I left her today"
Ed Sheeran,Save Myself,"I gave all my oxygen to people that could breathe
I gave away my money
And now we don't even speak
I drove miles and miles
But would you do the same for me?
Oh, honestly?
Offered off my shoulder just for you to cry upon
Gave you constant shelter
And a bed to keep you warm
They gave me the heartache
And in return I gave a song
It goes on and on

Life can get you down so
I just numb the way it feels
I drown it with a drink
And out-of-date prescription pills
And all the ones that love me
They just left me on the shelf
No farewell

So before I save someone else
I've got to save myself

I gave you all my energy and I took away your pain
'Cause human beings are
Destined to radiate or drain
What line do we stand upon
'Cause from here it looks the same
And only scars remain

Life can get you down so
I just numb the way it feels
I drown it with a drink
And out-of-date prescription pills
And all the ones that love me
They just left me on the shelf
No farewell

So before I save someone else
I've got to save myself

But if don't
Then I'll go back
To where I'm rescuing a stranger
Just because they needed saving just like that
Oh, I'm here again
Between the devil and the danger
But I guess it's just my nature
My dad was wrong
'Cause I'm not like my mum
'Cause she'd just smile and I'm complaining in a song
But it helps
So before I save someone else
I've got to save myself

Life can get you down so
I just numb the way it feels
I drown it with a drink
And out-of-date prescription pills
And all the ones that love me
They just left me on the shelf
No farewell

So before I save someone else
I've got to save myself
And before I blame someone else
I've got to save myself
And before I love someone else
I've got to love myself"
Ed Sheeran,Scars,"You got scars on your body and your soul
Bruises on your back now
Broken heart with nowhere to go
Living in a high-rise flat
Torn apart, so keep on keeping it together
Nothing is forever, you know
You can start again like this, like this

Now I see blood in the sky
Blood in my eyesight
And everything's turning to red
So We'll beat it away, coloring the nightlife
And light me up, burn me today
I'm seeing the blood in the skyline
Stuck in the right mind
Afraid again to let any dream
And replace it with anything better
So, get up
And take away your scars

You can never be alone, if you are bleeding with the skyline
Waiting for the right time
When the night's already gone
It's been traveling without your mind now
Let go and fuel you
Like petrol you find so much
Beauty in what makes you mental
Your friends know it's only
A state of mind, you're only getting by
By always getting high, that's why...

Now I see blood in the sky
Blood in my eyesight
And everything's turning to red
So We'll beat it away, coloring the nightlife
And light me up, burn me today
I'm seeing the blood in the skyline
Stuck in the right mind
Afraid again to let any dream
And replace it with anything better
So, get up
And take away your scars

I can take away your scars
I can take away your scars"
Ed Sheeran,Shape of You (It's different Remix),"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking faster and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop
Put Van The Man on the jukebox
And then we start to dance
And now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body

One week in we let the story begin
We're going out on our first date
You and me are thrifty
So go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play
And I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you"
Ed Sheeran,"Shape Of You (Major Lazer Remix feat. N'yla, Kranium)","Major Lazer for the ladies
Ed Sheeran and Kranium
You know your body look
So good, so good, yeah

The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop
Put Van the Man on the jukebox
And then we start to dance
And now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Hey, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with the shape of you
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

So good, so good, yeah

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Hey, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with the shape of you
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on"
Ed Sheeran,Shape of You (NOTD Remix),"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking faster and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop
Put Van The Man on the jukebox
And then we start to dance
And now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body

One week in we let the story begin
We're going out on our first date
You and me are thrifty
So go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play
And I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body"
Ed Sheeran,Shape of You (Stormzy Remix),"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
And you come over and start up a conversation
with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Check it, I've gotta tell you, I'm in love with your shape
You said them other bruddas
couldn't really juggle your weight
And you were shy in the beginning
used to cover your face
You got that sweet, sweet loving, I'm a sucker for cake
I know, girl, you got a body they would kill for
Love you through whatever
who you tryna skip a meal for?
Girl, you're too precious, why you tryna split the bill for?
I ain't even gassing
they should have you up on billboards, that's real talk
And you can go to work and let me pick up the slack
And when you've finished what you're doing
we'll be kicking it back
We can listen to my tunes until you're sick of my raps
And I've got money in the bank, but not a figure like that
You got me looking at your shape, man, I've already won
Tryna come and kill the game like my brother Teddy done
I ain't even tryna play it cool
'cuh this is bigger than my pride
Let me multiply your lovin', then I hit you with Divide
Ayy, check

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Oh-I-oh-I-oh-I-oh-I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Come on, be my baby, come on
Pour out my liquor, there's not a flaw in your figure
I'm so impressed
Come on, be my baby, come on
And baby, you can call me, it's quicker
I don't be talking on Twitter, girl, that's dead
Come on, be my baby, come on
Girl, stop curbing the question
I'll turn your curse to a blessing, that's overnight
Come on, be my baby, come on
Weigh up your options
and spend a day with The Problem, I'll do you right

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you"
Ed Sheeran,She,"I paid all my dues and she wanted to know
That I'd never leave her now I'm ready to go
As strange as it seems, she's endless to me
She's just like paperwork but harder to read

Patience's my enemy, loving's my friend
It's harder to leave with my heart on my sleeve
Than to stay and just pretend

Oh, she knows me so well
Oh, she knows me like I know myself

I made all my plans and as she has made hers
She kept me in mind but I wasn't sure
I searched every room for a way to escape
But every time I try to leave she keeps holding on to me for delight
And blocking my way

Patience's my enemy, loving's my friend
It's harder to leave with my heart on my sleeve
Than to stay and just pretend

Oh, she knows me so well
Oh, she knows me like I know myself

And like the back of her hand she already understands everything
""Won't you stay?"", she says
And she already knows how it goes
And where she stands I'll stay, anyway

'Cause she knows me so well
Oh, she knows me like I know myself
Oh, she knows me so well
Oh, she knows me like I know myself
I know myself

Oh, she knows me like I know myself
I know myself, I know myself
I know myself"
Ed Sheeran,"She Looks So Perfect (5sos Cover, Capital Live Session)","Simmer down, simmer down
They say we're too young
Now to amount to anything else
But look around
We worked too damn hard
For this just to give it up now

If you don't swim, you'll drown
But don't move, honey

You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down

Let's get out, let's get out
'Cause this deadbeat town's
Only here just to keep us down
While I was out
I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you

You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
I made a mix-tape straight out of '94
I've got your ripped skinny jeans
lying on the floor
And I know now, that I'm so down

Hey, hey, hey, hey, hey
Hey, hey, hey, hey

You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down

Hey, hey, hey, hey, hey

You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down"
Ed Sheeran,Shirtsleeves,"I can taste salt water
And if I blink again
You'll be sinking in
So we'll learn to swim in the oceans you made

I'll hold ya and you think of him
And pretty soon you'll be floating away
And I'll hold on to the words you spoke of
Anchored down in my throat, love
And I'm captain of this sinking boat, now
With just one armband to carry me home

When the salted tears won't dry
I'll wipe my shirtsleeves
Under your eyes
These hearts will be fully tonight
I'll wipe my shirtsleeves
Under your eyes
Your eyes, your eyes, you eyes

I still taste salt water
Oh my lips from your kiss bitterness
And I drown within the oceans you made
And I hate to love you
These cuffs are covered in your make up
I'll never trust you again
You can just be a friend

And I'll hold on to the words you spoke of
Anchored down in my throat, love
And I'm captain of this sinking boat, now
With just one armband to carry me home

When the salted tears won't dry
I'll wipe my shirtsleeves
Under your eyes
These hearts will be fully tonight
I'll wipe my shirtsleeves
Under your eyes
Your eyes, your lips, your mouth

Your thighs, your back, you drive me wild
Tonight, the fact design
I'm on my way home
On the way home
I lied, I tried to cry
But I'm drowning in the oceans you made

When the salted tears won't dry
I'll wipe my shirtsleeves
Under your eyes
These hearts will be fully tonight
I'll wipe my shirtsleeves
Under your eyes
Your eyes, your eyes, you eyes"
